source,title,summary,texto,cluster
RPP,Gobierno terminó funciones de Gustavo Adrianzén como representante permanente de Perú ante la ONU,Mediante una resolución suprema publicada en el diario oficial El Peruano se cancelan también las Cartas Credenciales y Plenos Poderes que tenía Gustavo Adrianzén en este cargo.,Gobierno terminó funciones de Gustavo Adrianzén como representante permanente de Perú ante la ONU Mediante una resolución suprema publicada en el diario oficial El Peruano se cancelan también las Cartas Credenciales y Plenos Poderes que tenía Gustavo Adrianzén en este cargo.,0
RPP,Flamengo vs. Racing Club: ¿a qué hora juegan y dónde ver EN VIVO por la semifinal de Copa Libertadores?,"En el Maracaná, Flamengo y Racing chocarán en un partido imperdible por la semifinal ida de la Copa Libertadores 2025.","Flamengo vs. Racing Club: ¿a qué hora juegan y dónde ver EN VIVO por la semifinal de Copa Libertadores? En el Maracaná, Flamengo y Racing chocarán en un partido imperdible por la semifinal ida de la Copa Libertadores 2025.",4
RPP,Estrenos de Películas hoy 22 de octubre del 2025,"Estas son las películas que se estrenan hoy en Perú en las plataformas online de streaming. Revisa aquí la sinopsis, puntaje y trailer de los títulos de Netflix, Amazon Prime, Disney y Max.","Estrenos de Películas hoy 22 de octubre del 2025 Estas son las películas que se estrenan hoy en Perú en las plataformas online de streaming. Revisa aquí la sinopsis, puntaje y trailer de los títulos de Netflix, Amazon Prime, Disney y Max.",2
RPP,Régimen norcoreano lanzó múltiples misiles balísticos antes de la visita de Donald Trump a Corea del Sur [FOTOS],"El lanzamiento de misiles norcoreanos se produce una semana antes de la prevista visita del presidente de Estados Unidos, Donald Trump, a Corea del Sur, en el marco de los eventos del foro de la APEC.","Régimen norcoreano lanzó múltiples misiles balísticos antes de la visita de Donald Trump a Corea del Sur [FOTOS] El lanzamiento de misiles norcoreanos se produce una semana antes de la prevista visita del presidente de Estados Unidos, Donald Trump, a Corea del Sur, en el marco de los eventos del foro de la APEC.",0
RPP,Europa League: Olympique Lyon recibirá a FC Basel por la fecha 3,"Te contamos la previa del duelo Olympique Lyon vs FC Basel, que se enfrentarán en el Groupama Stadium mañana a las 11:45 horas. Manfredas Lukjancukas será el árbitro del partido.","Europa League: Olympique Lyon recibirá a FC Basel por la fecha 3 Te contamos la previa del duelo Olympique Lyon vs FC Basel, que se enfrentarán en el Groupama Stadium mañana a las 11:45 horas. Manfredas Lukjancukas será el árbitro del partido.",3
RPP,Europa League: Por la fecha 3 se enfrentarán FC Steaua Bucarest y Bologna,"Todos los detalles de la previa del partido entre FC Steaua Bucarest y Bologna, que se jugará mañana desde las 11:45 horas en el estadio Arena Nacional. Dirige Andris Treimanis.","Europa League: Por la fecha 3 se enfrentarán FC Steaua Bucarest y Bologna Todos los detalles de la previa del partido entre FC Steaua Bucarest y Bologna, que se jugará mañana desde las 11:45 horas en el estadio Arena Nacional. Dirige Andris Treimanis.",3
RPP,"Europa League: Por la fecha 3, Feyenoord recibirá a Panathinaikos",Toda la previa del duelo entre Feyenoord y Panathinaikos. El partido se jugará en el estadio De Kuip mañana a las 11:45 horas. Será arbitrado por Harm Osmers.,"Europa League: Por la fecha 3, Feyenoord recibirá a Panathinaikos Toda la previa del duelo entre Feyenoord y Panathinaikos. El partido se jugará en el estadio De Kuip mañana a las 11:45 horas. Será arbitrado por Harm Osmers.",3
RPP,José Jerí patrulló las calles de Lima en las primeras horas del estado de emergencia [VIDEO],"El jefe de Estado recorrió diversos distritos del norte de la capital, como Los Olivos, San Martín de Porres, Comas y Carabayllo.","José Jerí patrulló las calles de Lima en las primeras horas del estado de emergencia [VIDEO] El jefe de Estado recorrió diversos distritos del norte de la capital, como Los Olivos, San Martín de Porres, Comas y Carabayllo.",0
RPP,Europa League: SK Brann y Rangers se miden por la fecha 3,"Palpitamos la previa del choque entre SK Brann y Rangers. Cuándo, dónde y a qué hora juegan, con el arbitraje de Vassilis Fotias.","Europa League: SK Brann y Rangers se miden por la fecha 3 Palpitamos la previa del choque entre SK Brann y Rangers. Cuándo, dónde y a qué hora juegan, con el arbitraje de Vassilis Fotias.",3
RPP,Europa League: Aston Villa visita a Go Ahead Eagles por la fecha 3,"La previa del choque de Go Ahead Eagles ante Aston Villa, a disputarse  en el estadio Adelaarshorst mañana desde las 11:45 horas. El árbitro será Filip Glova.","Europa League: Aston Villa visita a Go Ahead Eagles por la fecha 3 La previa del choque de Go Ahead Eagles ante Aston Villa, a disputarse  en el estadio Adelaarshorst mañana desde las 11:45 horas. El árbitro será Filip Glova.",3
RPP,Europa League: SC Braga se enfrenta ante la visita Estrella Roja por la fecha 3,"SC Braga y Estrella Roja se enfrentan en el estadio Municipal de Braga, con el arbitraje de Espen Eskas. El duelo se jugará mañana desde las 11:45 horas.","Europa League: SC Braga se enfrenta ante la visita Estrella Roja por la fecha 3 SC Braga y Estrella Roja se enfrentan en el estadio Municipal de Braga, con el arbitraje de Espen Eskas. El duelo se jugará mañana desde las 11:45 horas.",3
RPP,Europa League: Se enfrentan KRC Genk y Betis por la fecha 3,"En la previa de KRC Genk vs Betis, todo lo que tienes que saber de la cita que está prevista para mañana desde las 11:45 horas en el estadio Luminus Arena. El árbitro designado será Elchin Masiyev.","Europa League: Se enfrentan KRC Genk y Betis por la fecha 3 En la previa de KRC Genk vs Betis, todo lo que tienes que saber de la cita que está prevista para mañana desde las 11:45 horas en el estadio Luminus Arena. El árbitro designado será Elchin Masiyev.",3
RPP,Europa League: Red Bull Salzburgo se enfrentará ante Ferencváros por la fecha 3,Ferencváros se mide ante Red Bull Salzburgo en el estadio Red Bull Arena mañana a las 11:45 horas. El partido será supervisado por Goga Kikacheishvili.,Europa League: Red Bull Salzburgo se enfrentará ante Ferencváros por la fecha 3 Ferencváros se mide ante Red Bull Salzburgo en el estadio Red Bull Arena mañana a las 11:45 horas. El partido será supervisado por Goga Kikacheishvili.,3
Perú21,Phillip Butters confirmó su fórmula presidencial con Avanza País,"El precandidato eligió como vicepresidentes a Fernán Altuve-Febres y Karol Paredes. Competirá con el excongresista César Combina.
  <img alt=""Phillip Butters confirmó su fórmula presidencial con Avanza País"" class=""img-fluid image-style-medium"" height=""165"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/phillip-butters-confirmo-su-formula-presidencial-con-avanza-pais.jpeg?itok=1Ujj01H2"" width=""220"" />","Phillip Butters confirmó su fórmula presidencial con Avanza País El precandidato eligió como vicepresidentes a Fernán Altuve-Febres y Karol Paredes. Competirá con el excongresista César Combina.
  <img alt=""Phillip Butters confirmó su fórmula presidencial con Avanza País"" class=""img-fluid image-style-medium"" height=""165"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/phillip-butters-confirmo-su-formula-presidencial-con-avanza-pais.jpeg?itok=1Ujj01H2"" width=""220"" />",1
Perú21,SMP: Dos hermanos son apuñalados por su vecino tras violenta discusión,"Un violento altercado entre vecinos dejó como saldo dos hermanos gravemente heridos en el distrito de San Martín de Porres
  <img alt=""smp"" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/dos-hermanos-son-apunalados-por-su-vecino-tras-una-violenta-discusion-en-plena-calle-en-smp.png?itok=OCI37eSS"" width=""220"" />","SMP: Dos hermanos son apuñalados por su vecino tras violenta discusión Un violento altercado entre vecinos dejó como saldo dos hermanos gravemente heridos en el distrito de San Martín de Porres
  <img alt=""smp"" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/dos-hermanos-son-apunalados-por-su-vecino-tras-una-violenta-discusion-en-plena-calle-en-smp.png?itok=OCI37eSS"" width=""220"" />",1
Perú21,"""No vamos a volver a los escenarios grandes"": Vocalista anuncia el retiro de Agua Marina","La agrupación de cumbia Agua Marina anunció su retiro temporal de los escenarios grandes tras el atentado armado sufrido durante un concierto en el distrito de Chorrillos. 
  <img alt=""Agua Marina "" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/agua-marina-se-retiraria-de-los-escenarios.png?itok=TSAf9YNt"" width=""220"" />","""No vamos a volver a los escenarios grandes"": Vocalista anuncia el retiro de Agua Marina La agrupación de cumbia Agua Marina anunció su retiro temporal de los escenarios grandes tras el atentado armado sufrido durante un concierto en el distrito de Chorrillos. 
  <img alt=""Agua Marina "" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/agua-marina-se-retiraria-de-los-escenarios.png?itok=TSAf9YNt"" width=""220"" />",1
Perú21,¿Qué programas tuvieron más rating el fin semana?,"El último fin de semana dejó en claro que la audiencia sigue respaldando a los espacios de entretenimiento. Según cifras de rating,
  <img alt=""Rating"" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/abridoras-peru21.jpg?itok=fIP3ngl4"" width=""220"" />","¿Qué programas tuvieron más rating el fin semana? El último fin de semana dejó en claro que la audiencia sigue respaldando a los espacios de entretenimiento. Según cifras de rating,
  <img alt=""Rating"" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/abridoras-peru21.jpg?itok=fIP3ngl4"" width=""220"" />",1
Perú21,Colombia: Condenan a 21 años de prisión a implicado en crimen de Miguel Uribe,"La justicia colombiana dictó una condena de 21 años de prisión contra Carlos Eduardo Mora, tras determinar su responsabilidad en el asesinato de Miguel Uribe Turbay
  <img alt=""Miguel Uribe"" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/sentencian-a-implicado-de-asesinato-de-miguel-uribe.jpg?itok=H3WsVuW4"" width=""220"" />","Colombia: Condenan a 21 años de prisión a implicado en crimen de Miguel Uribe La justicia colombiana dictó una condena de 21 años de prisión contra Carlos Eduardo Mora, tras determinar su responsabilidad en el asesinato de Miguel Uribe Turbay
  <img alt=""Miguel Uribe"" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/sentencian-a-implicado-de-asesinato-de-miguel-uribe.jpg?itok=H3WsVuW4"" width=""220"" />",1
Perú21,José Luna busca que sentencia del TC a favor de Fujimori también lo salve,"Solicita que se aplique el fallo del Tribunal Constitucional a favor de Keiko Fujimori para librarse de investigación en su contra por lavado de activos.
  <img alt=""José Luna pide que se aplique precedente de Caso Cócteles para Podemos Perú"" class=""img-fluid image-style-medium"" height=""147"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/jose-luna-28_0.jpg?itok=XPVSoGCX"" width=""220"" />","José Luna busca que sentencia del TC a favor de Fujimori también lo salve Solicita que se aplique el fallo del Tribunal Constitucional a favor de Keiko Fujimori para librarse de investigación en su contra por lavado de activos.
  <img alt=""José Luna pide que se aplique precedente de Caso Cócteles para Podemos Perú"" class=""img-fluid image-style-medium"" height=""147"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/jose-luna-28_0.jpg?itok=XPVSoGCX"" width=""220"" />",1
Perú21,Trujillo: Policías colocan stickers en casas y negocios para frenar las extorsiones,"En un esfuerzo por combatir la creciente ola de extorsiones que azota la región norte del país, la Policía Nacional del Perú (PNP) ejecutaron un megaoperativo
  <img alt=""Trujillo "" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/policia-pegan-sticker-en-casas-y-negocios-ante-la-extorsion-en-trujillo.png?itok=5NNm2yKO"" width=""220"" />","Trujillo: Policías colocan stickers en casas y negocios para frenar las extorsiones En un esfuerzo por combatir la creciente ola de extorsiones que azota la región norte del país, la Policía Nacional del Perú (PNP) ejecutaron un megaoperativo
  <img alt=""Trujillo "" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/policia-pegan-sticker-en-casas-y-negocios-ante-la-extorsion-en-trujillo.png?itok=5NNm2yKO"" width=""220"" />",1
Perú21,ÚLTIMO MINUTO: Aprueban estado de emergencia por 30 días,"ÚLTIMO MINUTO: Jerí aprueba estado de emergencia | Perú21 pudo conocer los detalles del decreto que se publicará esta noche. ¿Habrá toque de queda? Entérate aquí
  <img alt=""."" class=""img-fluid image-style-medium"" height=""124"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/whatsapp-image-2025-10-21-at-8.18.48-pm.jpeg?itok=2Ay5Qaho"" width=""220"" />","ÚLTIMO MINUTO: Aprueban estado de emergencia por 30 días ÚLTIMO MINUTO: Jerí aprueba estado de emergencia | Perú21 pudo conocer los detalles del decreto que se publicará esta noche. ¿Habrá toque de queda? Entérate aquí
  <img alt=""."" class=""img-fluid image-style-medium"" height=""124"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/whatsapp-image-2025-10-21-at-8.18.48-pm.jpeg?itok=2Ay5Qaho"" width=""220"" />",1
Perú21,Ministra Lesly Shica: “Queremos que más de 10 millones de peruanos se alejen de la línea de pobreza”,"Lesly Shica, reafirmó el compromiso del Gobierno de impulsar políticas que promuevan la autonomía, el desarrollo productivo y la reducción de la pobreza en el país.
  <img alt=""Ministra Lesly Shica “Queremos que más de 10 millones de peruanos se alejen de la línea de pobreza”"" class=""img-fluid image-style-medium"" height=""147"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/ministra-lesly-shica-queremos-que-mas-de-10-millones-de-peruanos-se-alejen-de-la-linea-de-pobreza.jpg?itok=OMYea_cu"" width=""220"" />","Ministra Lesly Shica: “Queremos que más de 10 millones de peruanos se alejen de la línea de pobreza” Lesly Shica, reafirmó el compromiso del Gobierno de impulsar políticas que promuevan la autonomía, el desarrollo productivo y la reducción de la pobreza en el país.
  <img alt=""Ministra Lesly Shica “Queremos que más de 10 millones de peruanos se alejen de la línea de pobreza”"" class=""img-fluid image-style-medium"" height=""147"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/ministra-lesly-shica-queremos-que-mas-de-10-millones-de-peruanos-se-alejen-de-la-linea-de-pobreza.jpg?itok=OMYea_cu"" width=""220"" />",1
Perú21,Votación del predictamen de la ampliación del Reinfo sería este viernes,"Minero informales e ilegales presionan. Guido Bellido pide a la Comisión de Energía debatir hoy la ampliación del Reinfo y la prórroga de la formalización minera.
  <img alt=""MIneros ilegales e informales toman la avenida Abancay,"" class=""img-fluid image-style-medium"" height=""98"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/mineros-informales-e-ilegales-toman-la-abancay.jpg?itok=KasJifKJ"" width=""220"" />","Votación del predictamen de la ampliación del Reinfo sería este viernes Minero informales e ilegales presionan. Guido Bellido pide a la Comisión de Energía debatir hoy la ampliación del Reinfo y la prórroga de la formalización minera.
  <img alt=""MIneros ilegales e informales toman la avenida Abancay,"" class=""img-fluid image-style-medium"" height=""98"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/mineros-informales-e-ilegales-toman-la-abancay.jpg?itok=KasJifKJ"" width=""220"" />",1
Perú21,¿Se acabó? Melissa Klug lanza lapidaria frase sobre su relación con Jesús Barco,"Melissa Klug y Jesús Barco pusieron punto final a su relación. La empresaria chalaca confirmó su separación del futbolista, apenas horas después de que el programa 'Magaly TV La Firme' 
  <img alt=""Melissa Klug "" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/melissa-klug-y-jesus-barco_0.png?itok=sPFg8ljO"" width=""220"" />","¿Se acabó? Melissa Klug lanza lapidaria frase sobre su relación con Jesús Barco Melissa Klug y Jesús Barco pusieron punto final a su relación. La empresaria chalaca confirmó su separación del futbolista, apenas horas después de que el programa 'Magaly TV La Firme' 
  <img alt=""Melissa Klug "" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/melissa-klug-y-jesus-barco_0.png?itok=sPFg8ljO"" width=""220"" />",1
Perú21,JNE confirma infracción de César Acuña por falta de neutralidad,"La entidad rechazó la apelación del exgobernador de La Libertad por infracción a principio de neutralidad electoral por su participación en un mitin.
  <img alt=""JNE confirma infracción por falta de neutralidad a César Acuña"" class=""img-fluid image-style-medium"" height=""129"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/cesar-acuna_0.jpg?itok=BLFaoPKe"" width=""220"" />","JNE confirma infracción de César Acuña por falta de neutralidad La entidad rechazó la apelación del exgobernador de La Libertad por infracción a principio de neutralidad electoral por su participación en un mitin.
  <img alt=""JNE confirma infracción por falta de neutralidad a César Acuña"" class=""img-fluid image-style-medium"" height=""129"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/cesar-acuna_0.jpg?itok=BLFaoPKe"" width=""220"" />",1
Perú21,Fuerte sismo de magnitud 6 en Machala asusta a vecinos de Tumbes,"Sismo de magnitud 6 remece Tumbes | Un fuerte movimiento telúrico sacudió la frontera norte la noche de este martes | ecuador | temblor
  <img alt=""Temblor sismo Tumbes Guayaquil viernes 27 de junio"" class=""img-fluid image-style-medium"" height=""124"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-06/temblor-sismo-tumbes-guayaquil-viernes-27-de-junio.png?itok=PGdUU8eB"" width=""220"" />","Fuerte sismo de magnitud 6 en Machala asusta a vecinos de Tumbes Sismo de magnitud 6 remece Tumbes | Un fuerte movimiento telúrico sacudió la frontera norte la noche de este martes | ecuador | temblor
  <img alt=""Temblor sismo Tumbes Guayaquil viernes 27 de junio"" class=""img-fluid image-style-medium"" height=""124"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-06/temblor-sismo-tumbes-guayaquil-viernes-27-de-junio.png?itok=PGdUU8eB"" width=""220"" />",1
Perú21,INPE traslada a 17 internos del penal de Piura por seguridad penitenciaria,"INPE traslada a 17 internos del penal de Piura por seguridad penitenciaria a cárceles de cochamarca chimbote huaraz y cañete
  <img alt=""trasladan a 17 reos de piura"" class=""img-fluid image-style-medium"" height=""149"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/trasladan-a-17-reos-de-piura.jpg?itok=PBgGRnA_"" width=""220"" />","INPE traslada a 17 internos del penal de Piura por seguridad penitenciaria INPE traslada a 17 internos del penal de Piura por seguridad penitenciaria a cárceles de cochamarca chimbote huaraz y cañete
  <img alt=""trasladan a 17 reos de piura"" class=""img-fluid image-style-medium"" height=""149"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/trasladan-a-17-reos-de-piura.jpg?itok=PBgGRnA_"" width=""220"" />",1
Perú21,Huánuco: Pobladores de Margos intentaron linchar a su alcalde,"Pobladores de Margos, localidad de Huánuco, intentaron linchar al alcalde Claver Torres por haber alquilado un volquete municipal sin aprobación.
  <img alt=""Huánuco Pobladores de Margos intentaron linchar a su alcalde"" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/huanuco-pobladores-de-margos-intentaron-linchar-a-su-alcalde.png?itok=tNTkHhqx"" width=""220"" />","Huánuco: Pobladores de Margos intentaron linchar a su alcalde Pobladores de Margos, localidad de Huánuco, intentaron linchar al alcalde Claver Torres por haber alquilado un volquete municipal sin aprobación.
  <img alt=""Huánuco Pobladores de Margos intentaron linchar a su alcalde"" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/huanuco-pobladores-de-margos-intentaron-linchar-a-su-alcalde.png?itok=tNTkHhqx"" width=""220"" />",1
Perú21,Acusan a Luis Advíncula de provocar choque y darse a la fuga en Argentina,"El lateral peruano habría chocado contra otro vehículo yendo en contra con su camioneta, siguiendo su camino tras el impacto.
  <img alt=""Luis Advíncula acusado por presuntamente provocar choque y darse a la fuga"" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/luis-advincula-acusado-por-presuntamente-provocar-choque-y-darse-a-la-fuga.png?itok=_KCvdYvX"" width=""220"" />","Acusan a Luis Advíncula de provocar choque y darse a la fuga en Argentina El lateral peruano habría chocado contra otro vehículo yendo en contra con su camioneta, siguiendo su camino tras el impacto.
  <img alt=""Luis Advíncula acusado por presuntamente provocar choque y darse a la fuga"" class=""img-fluid image-style-medium"" height=""138"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/luis-advincula-acusado-por-presuntamente-provocar-choque-y-darse-a-la-fuga.png?itok=_KCvdYvX"" width=""220"" />",1
Perú21,Maya Endo lanza su primer álbum fusionando música latina con jazz y R&B,"Maya Endo lanza su primer álbum fusionando música latina con jazz y R&amp;B | Este material reúne composiciones propias y también incluye colaboraciones con Lorena Blume
  <img alt=""Maya Endo"" class=""img-fluid image-style-medium"" height=""110"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/maya-endo.jpeg?itok=wP-MHjau"" width=""220"" />","Maya Endo lanza su primer álbum fusionando música latina con jazz y R&B Maya Endo lanza su primer álbum fusionando música latina con jazz y R&amp;B | Este material reúne composiciones propias y también incluye colaboraciones con Lorena Blume
  <img alt=""Maya Endo"" class=""img-fluid image-style-medium"" height=""110"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/maya-endo.jpeg?itok=wP-MHjau"" width=""220"" />",1
Perú21,TIEMBLA EL CALLAO: Sismo de 3.5 sacude Bellavista,"TIEMBLA EL CALLAO: Sismo de 3.5 sacude Bellavista | Según el reporte oficial, el sismo se produjo a una profundidad de 34 kilómetros
  <img alt=""Se ha registrado un terremoto de magnitud 7.2 en Alaska"" class=""img-fluid image-style-medium"" height=""147"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-07/sismografo-getty-images-900x600-1.jpg?itok=4shmzsnW"" width=""220"" />","TIEMBLA EL CALLAO: Sismo de 3.5 sacude Bellavista TIEMBLA EL CALLAO: Sismo de 3.5 sacude Bellavista | Según el reporte oficial, el sismo se produjo a una profundidad de 34 kilómetros
  <img alt=""Se ha registrado un terremoto de magnitud 7.2 en Alaska"" class=""img-fluid image-style-medium"" height=""147"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-07/sismografo-getty-images-900x600-1.jpg?itok=4shmzsnW"" width=""220"" />",1
Perú21,Verisure presenta las últimas medidas ante la creciente inseguridad en el Perú,"Verisure presenta las últimas medidas ante la creciente inseguridad en el Perú | alarmas | inseguridad
  <img alt=""Verisure zerovision pro"" class=""img-fluid image-style-medium"" height=""118"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/verisure-zerovision-pro.png?itok=ZriBJSBd"" width=""220"" />","Verisure presenta las últimas medidas ante la creciente inseguridad en el Perú Verisure presenta las últimas medidas ante la creciente inseguridad en el Perú | alarmas | inseguridad
  <img alt=""Verisure zerovision pro"" class=""img-fluid image-style-medium"" height=""118"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/verisure-zerovision-pro.png?itok=ZriBJSBd"" width=""220"" />",1
Perú21,¡Serán dos! 'Prima' de Josimar sorprende al revelar que espera mellizos y confiesa acuerdo con salsero,"En medio de la polémica que rodea su embarazo, Verónica González, más conocida como la “prima” de Josimar, reapareció públicamente
  <img alt=""Josimar"" class=""img-fluid image-style-medium"" height=""137"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/prima-de-josimar-confirma-que-tendra-mellizos.png?itok=wYUwglda"" width=""220"" />","¡Serán dos! 'Prima' de Josimar sorprende al revelar que espera mellizos y confiesa acuerdo con salsero En medio de la polémica que rodea su embarazo, Verónica González, más conocida como la “prima” de Josimar, reapareció públicamente
  <img alt=""Josimar"" class=""img-fluid image-style-medium"" height=""137"" src=""http://peru21.pe/sites/default/efsfiles/styles/medium/public/2025-10/prima-de-josimar-confirma-que-tendra-mellizos.png?itok=wYUwglda"" width=""220"" />",1
RPP,Exreo de Lurigancho advierte sobre la situación del penal: “Los delegados saben cuándo va a haber requisa”,"En el programa Encendidos, un expresidiario compartió la experiencia vivida en el penal de Lurigancho, a propósito de la entrada en vigor del estado de emergencia en Lima y Callao, medida que contempla el endurecimiento del control penitenciario.","Exreo de Lurigancho advierte sobre la situación del penal: “Los delegados saben cuándo va a haber requisa” En el programa Encendidos, un expresidiario compartió la experiencia vivida en el penal de Lurigancho, a propósito de la entrada en vigor del estado de emergencia en Lima y Callao, medida que contempla el endurecimiento del control penitenciario.",0
RPP,"Alcalde de SJL dice que se hallaron chips, USB y ""una enorme cantidad de agendas"" durante requisa en penal de Lurigancho","Jesús Maldonado dio cuenta de las deficientes medidas de seguridad dentro del penal durante la requisa, lo que ha permitido que la delincuencia siga operando desde este establecimiento penitenciario.","Alcalde de SJL dice que se hallaron chips, USB y ""una enorme cantidad de agendas"" durante requisa en penal de Lurigancho Jesús Maldonado dio cuenta de las deficientes medidas de seguridad dentro del penal durante la requisa, lo que ha permitido que la delincuencia siga operando desde este establecimiento penitenciario.",0
RPP,Villarreal lamentó que el partido ante Barcelona por LaLiga no se juegue en Estados Unidos,Se confirmó que el duelo del Villarreal contra Barcelona no tendrá como sede Miami. El duelo por la fecha 17 de LaLiga será en el Estadio de la Cerámica.,Villarreal lamentó que el partido ante Barcelona por LaLiga no se juegue en Estados Unidos Se confirmó que el duelo del Villarreal contra Barcelona no tendrá como sede Miami. El duelo por la fecha 17 de LaLiga será en el Estadio de la Cerámica.,3
RPP,Cúal fue el último temblor en México hoy 31 de octubre según SSN,Cuál es el ultimo temblor en México y CDMX registrado segun el Servicio Sismológico Nacional (SSN) hoy 31 de octubre del 2025. Consulta los últimos sismos EN VIVO para México aquí.,Cúal fue el último temblor en México hoy 31 de octubre según SSN Cuál es el ultimo temblor en México y CDMX registrado segun el Servicio Sismológico Nacional (SSN) hoy 31 de octubre del 2025. Consulta los últimos sismos EN VIVO para México aquí.,2
RPP,Corte de agua en Lima hoy 31 de octubre: Distritos y horarios afectados,EN VIVO Consulta aquí los distritos de Lima y horarios afectados por el corte de agua programado por el Servicio de Agua Potable y Alcantarillado de Lima (Sedapal) para hoy.,Corte de agua en Lima hoy 31 de octubre: Distritos y horarios afectados EN VIVO Consulta aquí los distritos de Lima y horarios afectados por el corte de agua programado por el Servicio de Agua Potable y Alcantarillado de Lima (Sedapal) para hoy.,2
RPP,"¡Hasta 15 grados bajo cero! En plena primavera, activan alerta en Lima y otras regiones por bajas temperaturas","El descenso de temperaturas llegará acompañado de fuertes vientos y escasa nubosidad, informó el Senamhi.","¡Hasta 15 grados bajo cero! En plena primavera, activan alerta en Lima y otras regiones por bajas temperaturas El descenso de temperaturas llegará acompañado de fuertes vientos y escasa nubosidad, informó el Senamhi.",0
RPP,"Temblor en Perú, hoy 31 de octubre: magnitud y epicentro del sismo según IGP","Actualización EN VIVO del último sismo en Perú hoy, viernes 31 de octubre según las últimas actualizaciones del Instituto Geofísico del Perú IGP","Temblor en Perú, hoy 31 de octubre: magnitud y epicentro del sismo según IGP Actualización EN VIVO del último sismo en Perú hoy, viernes 31 de octubre según las últimas actualizaciones del Instituto Geofísico del Perú IGP",2
RPP,Argentina: dólar blue hoy a cuánto cotiza este viernes 31 de octubre,"La cotización del dólar blue, hoy viernes 31 de octubre en el país de Argentina es de $1435 compra y $1455 la venta.","Argentina: dólar blue hoy a cuánto cotiza este viernes 31 de octubre La cotización del dólar blue, hoy viernes 31 de octubre en el país de Argentina es de $1435 compra y $1455 la venta.",2
